session_id,bill_id,url
04,SB948,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=312
04,SB949,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=313
04,SB950,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=314
04,SB951,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=315
04,SB952,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=316
04,SB953,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=317
04,SB954,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=318
04,SB955,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=319
04,SB956,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=320
04,SB957,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=321
04,SB958,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=322
04,SB959,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=323
04,SB960,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=324
04,SB961,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=325
04,SB962,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=326
04,SB963,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=327
04,SB964,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=328
04,SB965,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=329
04,SB966,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=330
04,SB967,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=331
04,SB968,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=332
04,SB969,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=333
04,SB970,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=334
04,SB971,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=335
04,SB972,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=336
04,SB973,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=337
04,SB974,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=338
04,SB975,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=339
04,SB976,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=340
04,SB977,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=341
04,SB978,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=342
04,SB979,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=343
04,SB980,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=344
04,SB981,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=345
04,SB982,https://senate.mo.gov/04info/BTS_Web/Bill.aspx?SessionType=R&BillID=346
